Para-9,Para-10,Para-11,Para-12,Para-13
21.4,297.1,13.0,14.0,1.092
18.39900016784668,291.2980041503906,10.99899959564209,13.99899959564209,1.0839999914169312
3.001,5.802,2.001,0.001,0.008
