Para-9,Para-10,Para-11,Para-12,Para-13
28.5,60.5,67.0,11.0,2.004
24.798999786376953,56.98099899291992,63.999000549316406,7.999000072479248,1.8880000114440918
3.701,3.519,3.001,3.001,0.116
