Para-9,Para-10,Para-11,Para-12,Para-13
0.0,103.1,27.0,5.0,1.49
0.0,82.4990005493164,26.99799919128418,4.999000072479248,1.4630000591278076
0.0,20.601,0.002,0.001,0.027
