Para-9,Para-10,Para-11,Para-12,Para-13
107.8,188.4,205.0,10.0,1.349
103.89900207519531,180.19900512695312,187.99899291992188,9.0,1.3569999933242798
3.901,8.201,17.001,1.0,0.008
