Para-9,Para-10,Para-11,Para-12,Para-13
0.0,83.5,6.0,7.0,1.088
0.0,73.89900207519531,4.999000072479248,6.999000072479248,1.0820000171661377
0.0,9.601,1.001,0.001,0.006
