Para-9,Para-10,Para-11,Para-12,Para-13
16.8,105.0,65.0,9.0,1.96
3.3989999294281006,60.499000549316406,56.999000549316406,7.999000072479248,1.9190000295639038
13.401,44.501,8.001,1.001,0.041
