Para-9,Para-10,Para-11,Para-12,Para-13
219.7,206.2,10.0,8.0,1.607
189.3979949951172,191.69900512695312,9.99899959564209,7.999000072479248,1.5549999475479126
30.302,14.501,0.001,0.001,0.052
