Para-9,Para-10,Para-11,Para-12,Para-13
6.0,76.9,27.0,11.0,1.642
4.798999786376953,70.29900360107422,23.999000549316406,10.99899959564209,1.6200000047683716
1.201,6.601,3.001,0.001,0.022
