Para-9,Para-10,Para-11,Para-12,Para-13
25.6,288.3,50.0,3.0,0.445
23.099000930786133,274.1990051269531,19.999000549316406,3.0,0.414000004529953
2.501,14.101,30.001,0.0,0.031
