Para-9,Para-10,Para-11,Para-12,Para-13
335.8,217.9,92.0,12.0,3.712
224.29800415039062,207.59800720214844,86.9990005493164,10.998000144958496,3.569000005722046
111.501,10.302,5.001,1.002,0.143
