Para-9,Para-10,Para-11,Para-12,Para-13
447.5,299.1,111.0,10.0,2.328
288.5989990234375,294.1990051269531,66.1969985961914,9.99899959564209,2.2149999141693115
158.901,4.901,44.803,0.001,0.113
