Para-9,Para-10,Para-11,Para-12,Para-13
305.0,229.7,22.0,3.0,0.834
24.099000930786133,219.3990020751953,-0.008999999612569809,2.999000072479248,0.828000009059906
280.901,10.301,22.009,0.001,0.006
