Para-9,Para-10,Para-11,Para-12,Para-13
1.7,81.4,31.0,11.0,2.94
0.0,77.75199890136719,27.999000549316406,10.99899959564209,2.825000047683716
1.7,3.648,3.001,0.001,0.115
