Para-9,Para-10,Para-11,Para-12,Para-13
26.9,82.3,6.0,13.0,1.351
26.198999404907227,73.4990005493164,6.0,12.99899959564209,1.2309999465942383
0.701,8.801,0.0,0.001,0.12
