Para-9,Para-10,Para-11,Para-12,Para-13
119.4,612.4,140.0,19.0,1.316
115.1989974975586,605.2979736328125,136.08900451660156,17.99799919128418,1.2369999885559082
4.201,7.102,3.911,1.002,0.079
