Para-9,Para-10,Para-11,Para-12,Para-13
169.5,44.4,56.0,25.0,2.516
98.7979965209961,37.79800033569336,54.999000549316406,22.999000549316406,2.3980000019073486
70.702,6.602,1.001,2.001,0.118
