Para-9,Para-10,Para-11,Para-12,Para-13
7.1,174.4,29.0,6.0,1.958
5.298999786376953,150.99899291992188,20.999000549316406,4.999000072479248,1.9110000133514404
1.801,23.401,8.001,1.001,0.047
