Para-9,Para-10,Para-11,Para-12,Para-13
1.9,38.7,10.0,16.0,2.106
1.7990000247955322,33.097999572753906,5.999000072479248,15.998000144958496,1.9270000457763672
0.101,5.602,4.001,0.002,0.179
