Para-9,Para-10,Para-11,Para-12,Para-13
56.3,119.2,93.0,8.0,2.051
41.49800109863281,110.39800262451172,86.99800109863281,5.999000072479248,2.0199999809265137
14.802,8.802,6.002,2.001,0.031
