Para-9,Para-10,Para-11,Para-12,Para-13
498.4,295.6,201.0,14.0,2.555
487.6990051269531,284.9989929199219,190.99899291992188,13.998000144958496,2.489000082015991
10.701,10.601,10.001,0.002,0.066
