Para-9,Para-10,Para-11,Para-12,Para-13
579.1,5.0,10.0,10.0,1.563
513.4990234375,4.999000072479248,5.999000072479248,9.99899959564209,1.5839999914169312
65.601,0.001,4.001,0.001,0.021
