Para-9,Para-10,Para-11,Para-12,Para-13
293.0,39.8,7.0,18.0,1.889
138.19900512695312,30.49799919128418,5.999000072479248,17.999000549316406,1.88100004196167
154.801,9.302,1.001,0.001,0.008
