Para-9,Para-10,Para-11,Para-12,Para-13
167.4,166.4,195.0,6.0,0.934
149.49899291992188,162.3990020751953,185.99899291992188,5.999000072479248,0.906000018119812
17.901,4.001,9.001,0.001,0.028
