Para-9,Para-10,Para-11,Para-12,Para-13
67.1,391.1,61.0,5.0,1.519
39.89899826049805,312.49798583984375,56.99800109863281,4.111000061035156,1.159000039100647
27.201,78.602,4.002,0.889,0.36
