Para-9,Para-10,Para-11,Para-12,Para-13
8.3,146.7,57.0,22.0,1.38
6.39900016784668,135.3990020751953,23.016000747680664,17.99799919128418,1.3630000352859497
1.901,11.301,33.984,4.002,0.017
