Para-9,Para-10,Para-11,Para-12,Para-13
1.2,86.3,16.0,6.0,0.845
0.39899998903274536,76.1989974975586,12.99899959564209,5.999000072479248,0.8090000152587891
0.801,10.101,3.001,0.001,0.036
